Gestion;Mes;Nivel_de_Administracion;Institucion;Fuente_de_Financiamiento;Grupo_de_Gasto;Objeto_de_Gasto; Aprobado ; Vigente ; Ejecutado_del_Mes ; Ejecutado_Acumulado ; Saldo_Disponible ; %_de_Ejecucion,,,,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 1005,000 ; 1005,000 ; -   ; -   ; 1005,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26220 - Viaticos al Exterior; 80,000 ; 80,000 ; -   ; -   ; 80,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27122 - Impuesto sobre Bienes Inmuebles; 99,730 ; 99,730 ; -   ; -   ; 99,730 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27129 - Impuestos Municipales Varios; 36,500 ; 36,500 ; -   ; -   ; 36,500 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27210 - Tasas; 282,736 ; 282,736 ; -   ; -   ; 282,736 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 142,144 ; 142,144 ; -   ; -   ; 142,144 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29200 - Servicios de Vigilancia; 2334,999 ; 2334,999 ; -   ; -   ; 2334,999 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 1015,000 ; 1015,000 ; -   ; -   ; 1015,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 337,605 ; 337,605 ; -   ; -   ; 337,605 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 72,000 ; 72,000 ; -   ; -   ; 72,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 90,000 ; 90,000 ; -   ; -   ; 90,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 39,400 ; 39,400 ; -   ; -   ; 39,400 ; -,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33700 - Especies Timbradas y Valores; 1,000 ; 1,000 ; -   ; -   ; 1,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 234,000 ; 234,000 ; -   ; -   ; 234,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35210 - Productos Farmaceuticos y Medicinales Varios; 21,700 ; 21,700 ; -   ; -   ; 21,700 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35500 - Tintas,Pinturas y Colorantes; 1,700 ; 1,700 ; -   ; -   ; 1,700 ; -,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 872,600 ; 872,600 ; -   ; -   ; 872,600 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 173,800 ; 173,800 ; -   ; -   ; 173,800 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 1052,200 ; 1052,200 ; -   ; -   ; 1052,200 ; -,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39300 - Utiles y Materiales Electricos; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 352,500 ; 352,500 ; -   ; -   ; 352,500 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42120 - Equipos Varios de Oficina; 175,000 ; 175,000 ; -   ; -   ; 175,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42600 - Equipos para Computacion; 305,000 ; 305,000 ; -   ; -   ; 305,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;45100 - Aplicaciones Informaticas; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;47110 - Construcciones y Mejoras de Bienes en Dominio Privado; 2400,000 ; 2400,000 ; -   ; -   ; 2400,000 ; -,,,,,
2018;Enero;Administracion Central;0003 - Comisionado Nacional de Derechos Humanos;11 - Tesoro Nacional;50000 - TRANSFERENCIAS Y DONACIONES;51220 - Ayuda Social a Personas; 424,554 ; 424,554 ; -   ; -   ; 424,554 ; -,,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;11 - Tesoro Nacional;90000 - OTROS GASTOS;95100 - Gastos Corrientes de la Corte Suprema de Justicia; 1701575,700 ; 1701575,700 ; 123353,915 ; 123353,915 ; 1578221,785 ; 7.2,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;11 - Tesoro Nacional;90000 - OTROS GASTOS;95200 - Gastos de Capital de la Corte Suprema de Justicia; 536738,700 ; 536738,700 ; 30000,000 ; 30000,000 ; 506738,700 ; 5.6,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;12 - Recursos Propios;90000 - OTROS GASTOS;95100 - Gastos Corrientes de la Corte Suprema de Justicia; 35000,000 ; 35000,000 ; -   ; -   ; 35000,000 ; -,,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;20000 - SERVICIOS NO PERSONALES;24500 - Servicios de Capacitacion; 11843,155 ; 11843,155 ; -   ; -   ; 11843,155 ; -,,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;20000 - SERVICIOS NO PERSONALES;24710 - Servicios de Consultoria de Gestion Administrativa,Financiera y Actividades Conexas; 104211,058 ; 104211,058 ; -   ; -   ; 104211,058 ; -,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;20000 - SERVICIOS NO PERSONALES;25300 - Servicio de Imprenta,Publicaciones y Reproducciones; 5884,726 ; 5884,726 ; -   ; -   ; 5884,726 ; -,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;20000 - SERVICIOS NO PERSONALES;25500 - Comisiones y Gastos Bancarios; 216,937 ; 216,937 ; -   ; -   ; 216,937 ; -,,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 2530,267 ; 2530,267 ; -   ; -   ; 2530,267 ; -,,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 545,002 ; 545,002 ; -   ; -   ; 545,002 ; -,,,,
2018;Enero;Administracion Central;0010 - Poder Judicial;22 - Donaciones Externas;50000 - TRANSFERENCIAS Y DONACIONES;51310 - Transferencias Corrientes A Instituciones Sin Fines De Lucro; 36768,855 ; 36768,855 ; -   ; -   ; 36768,855 ; -,,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11400 - Adicionales; 36792,731 ; 36792,731 ; 36792,731 ; 36792,731 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21100 - Energia Electrica; 1000,000 ; 1000,000 ; 1000,000 ; 1000,000 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21200 - Agua; 657,927 ; 657,927 ; 657,927 ; 657,927 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21410 - Correo Postal; 120,000 ; 120,000 ; 120,000 ; 120,000 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 3942,073 ; 3942,073 ; 3942,073 ; 3942,073 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21440 - Telex y Telefax; 5762,500 ; 5762,500 ; 5762,500 ; 5762,500 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24200 - Estudios,Investigaciones y Analisis de Factibilidad; 6750,000 ; 6750,000 ; 6750,000 ; 6750,000 ; -   ; 100.0,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24400 - Servicios de Contabilidad y Auditoria; 6750,000 ; 6750,000 ; 6750,000 ; 6750,000 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25600 - Publicidad y Propaganda; 24358,096 ; 24358,096 ; 24358,096 ; 24358,096 ; -   ; 100.0,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;50000 - TRANSFERENCIAS Y DONACIONES;51211 - Becas Nacionales; 98567,634 ; 98567,634 ; 34244,277 ; 34244,277 ; 64323,357 ; 34.7,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;50000 - TRANSFERENCIAS Y DONACIONES;51212 - Becas Externas; 30000,000 ; 30000,000 ; -   ; -   ; 30000,000 ; -,,,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;50000 - TRANSFERENCIAS Y DONACIONES;51220 - Ayuda Social a Personas; 25000,000 ; 25000,000 ; 24159,404 ; 24159,404 ; 840,596 ; 96.6,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;90000 - OTROS GASTOS;93100 - Gastos Corrientes de la Presidencia de la Republica; 472000,000 ; 472000,000 ; 109707,269 ; 109707,269 ; 362292,731 ; 23.2,,,
2018;Enero;Administracion Central;0020 - Presidencia de la Republica;11 - Tesoro Nacional;90000 - OTROS GASTOS;99100 - Para Erogaciones Corrientes; 204373,509 ; 204373,509 ; -   ; -   ; 204373,509 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11100 - Sueldos Basicos; 61304,232 ; 61304,232 ; 5376,706 ; 5376,706 ; 55927,526 ; 8.8,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11400 - Adicionales; 3601,855 ; 3601,855 ; 680,494 ; 680,494 ; 2921,361 ; 18.9,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11510 - Decimotercer Mes; 5109,095 ; 5109,095 ; -   ; -   ; 5109,095 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11520 - Decimocuarto Mes; 5109,095 ; 5109,095 ; 359,709 ; 359,709 ; 4749,386 ; 7.0,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11600 - Complementos; 3635,105 ; 3635,105 ; 706,989 ; 706,989 ; 2928,116 ; 19.4,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 7802,859 ; 7802,859 ; 748,163 ; 748,163 ; 7054,696 ; 9.6,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 2495,085 ; 2495,085 ; 225,023 ; 225,023 ; 2270,062 ; 9.0,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12910 - Contratos Especiales; 32500,000 ; 32500,000 ; -   ; -   ; 32500,000 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;16200 - Compensaciones; 1608,301 ; 1608,301 ; -   ; -   ; 1608,301 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21200 - Agua; 62,400 ; 62,400 ; -   ; -   ; 62,400 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;22900 - Otros Alquileres; 24,054 ; 24,054 ; -   ; -   ; 24,054 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 100,360 ; 100,360 ; -   ; -   ; 100,360 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23200 - Mantenimiento y Reparacion de Equipos y Medios de Transporte; 1256,733 ; 1256,733 ; -   ; -   ; 1256,733 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23350 - Mantenimiento y Reparacion de Equipo para Computacion; 240,540 ; 240,540 ; -   ; -   ; 240,540 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23360 - Mantenimiento y Reparacion de Equipo de Oficina y Muebles; 83,387 ; 83,387 ; -   ; -   ; 83,387 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23370 - Mantenimiento y Reparacion de Equipos de Comunicacion; 72,162 ; 72,162 ; -   ; -   ; 72,162 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23390 - Mantenimiento y Reparacion de Otros Equipos; 124,490 ; 124,490 ; -   ; -   ; 124,490 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23500 - Limpieza,Aseo y Fumigacion; 128,288 ; 128,288 ; -   ; -   ; 128,288 ; -,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23600 - Mantenimiento de Sistemas Informaticos; 168,378 ; 168,378 ; -   ; -   ; 168,378 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24200 - Estudios,Investigaciones y Analisis de Factibilidad; 432,000 ; 432,000 ; -   ; -   ; 432,000 ; -,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24300 - Servicios Juridicos; 182,000 ; 182,000 ; -   ; -   ; 182,000 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24400 - Servicios de Contabilidad y Auditoria; 4679,000 ; 4679,000 ; 33,000 ; 33,000 ; 4646,000 ; 0.7,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24500 - Servicios de Capacitacion; 594,800 ; 594,800 ; 85,500 ; 85,500 ; 509,300 ; 14.4,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24600 - Servicios de Informatica y Sistemas Computarizados; 193,598 ; 193,598 ; -   ; -   ; 193,598 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24710 - Servicios de Consultoria de Gestion Administrativa,Financiera y Actividades Conexas; 6453,029 ; 6453,029 ; -   ; -   ; 6453,029 ; -,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25100 - Servicio de Transporte; 12,000 ; 12,000 ; -   ; -   ; 12,000 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25300 - Servicio de Imprenta,Publicaciones y Reproducciones; 1286,200 ; 1286,200 ; -   ; -   ; 1286,200 ; -,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25400 - Primas y Gastos de Seguro; 2120,000 ; 2120,000 ; -   ; -   ; 2120,000 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25900 - Otros Servicios Comerciales y Financieros; 190,404 ; 190,404 ; -   ; -   ; 190,404 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26110 - Pasajes Nacionales; 404,189 ; 404,189 ; -   ; -   ; 404,189 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 4252,365 ; 4252,365 ; 82,875 ; 82,875 ; 4169,490 ; 1.9,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27210 - Tasas; 154,262 ; 154,262 ; -   ; -   ; 154,262 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 560,276 ; 560,276 ; -   ; -   ; 560,276 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 290,946 ; 290,946 ; -   ; -   ; 290,946 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;32310 - Prendas de Vestir; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 239,734 ; 239,734 ; -   ; -   ; 239,734 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 37,885 ; 37,885 ; -   ; -   ; 37,885 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 32,505 ; 32,505 ; -   ; -   ; 32,505 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 29,186 ; 29,186 ; -   ; -   ; 29,186 ; -,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33700 - Especies Timbradas y Valores; 38,030 ; 38,030 ; -   ; -   ; 38,030 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 601,080 ; 601,080 ; -   ; -   ; 601,080 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35100 - Productos Quimicos; 12,027 ; 12,027 ; -   ; -   ; 12,027 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35210 - Productos Farmaceuticos y Medicinales Varios; 16,036 ; 16,036 ; -   ; -   ; 16,036 ; -,,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35500 - Tintas,Pinturas y Colorantes; 18,041 ; 18,041 ; -   ; -   ; 18,041 ; -,,,,
2018;Enero;Administracion Central;0022 - Fondo Hondureno de Inversion Social;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 1132,901 ; 1132,901 ; 14,100 ; 14,100 ; 1118,801 ; 1.2,,,
